City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Yaan,7.3833,8.5667,73.67,93,100,5.17,NG,2021-06-16 01:54:04
292,Hirado,33.3597,129.5531,72.75,94,100,10.38,JP,2021-06-16 01:54:04
293,Cidreira,-30.1811,-50.2056,56.57,70,100,12.59,BR,2021-06-16 01:52:25
294,Lazaro Cardenas,17.9583,-102.2,81.45,79,100,5.44,MX,2021-06-16 01:54:04
295,Savannah Bight,16.45,-85.85,82.99,84,96,30.85,HN,2021-06-16 01:54:04
296,Coahuayana,18.7333,-103.6833,81.05,83,100,2.77,MX,2021-06-16 01:54:05
297,Balikpapan,-1.2675,116.8289,83.39,74,20,2.3,ID,2021-06-16 01:52:32
298,Bandarbeyla,9.4942,50.8122,78.62,70,100,24.81,SO,2021-06-16 01:54:05
299,Ancud,-41.8697,-73.8203,38.43,81,3,6.4,CL,2021-06-16 01:54:05
300,Coruripe,-10.1256,-36.1756,74.12,79,43,7.74,BR,2021-06-16 01:54:05
301,Manjacaze,-24.7117,33.8828,58.3,97,78,5.88,MZ,2021-06-16 01:54:06
302,Sept-Iles,50.2001,-66.3821,52.32,98,90,5.75,CA,2021-06-16 01:54:06
303,Saint-Ambroise,48.5501,-71.3324,58.6,55,89,16.11,CA,2021-06-16 01:54:06
304,Port Macquarie,-31.4333,152.9167,68.9,54,0,3.18,AU,2021-06-16 01:54:06
305,Portland,45.5234,-122.6762,70.38,66,75,1.01,US,2021-06-16 01:50:07
306,Agadez,19.75,10.25,82.24,15,0,8.34,NE,2021-06-16 01:54:07
307,Aparecida,-22.8469,-45.2297,63.1,88,0,0.85,BR,2021-06-16 01:54:07
308,Anqing,30.5092,117.0506,88.61,71,99,5.95,CN,2021-06-16 01:54:07
309,Hobyo,5.3505,48.5268,77.36,83,100,23.15,SO,2021-06-16 01:54:07
310,San Francisco Del Mar,16.2333,-94.65,79.75,79,100,4.27,MX,2021-06-16 01:54:08
311,Ukiah,39.1502,-123.2078,87.12,42,1,11.5,US,2021-06-16 01:54:08
312,Inta,66.0317,60.1659,59.63,46,100,8.48,RU,2021-06-16 01:54:08
313,Faya,18.3851,42.4509,68.52,26,56,1.81,SA,2021-06-16 01:52:31
314,Mishan,45.55,131.8833,71.91,70,100,9.04,CN,2021-06-16 01:54:08
315,Shar,49.5886,81.0453,63.57,53,10,3.24,KZ,2021-06-16 01:54:09
316,Half Moon Bay,37.4636,-122.4286,84.42,63,1,3.0,US,2021-06-16 01:51:34
317,Manono,-7.3,27.4167,64.71,41,33,4.68,CD,2021-06-16 01:54:09
318,Grenville,12.1167,-61.6167,82.45,84,3,17.92,GD,2021-06-16 01:54:09
319,Mehamn,71.0357,27.8492,42.6,77,84,23.17,NO,2021-06-16 01:54:09
320,Varadero,23.1536,-81.2514,81.28,78,100,5.12,CU,2021-06-16 01:54:10
321,Bom Jesus,-9.0744,-44.3586,78.35,49,90,2.13,BR,2021-06-16 01:54:10
322,La Ronge,55.1001,-105.2842,84.42,32,40,14.97,CA,2021-06-16 01:54:10
323,Hermon,44.8101,-68.9134,63.52,90,90,3.44,US,2021-06-16 01:54:10
324,Sabha,27.0377,14.4283,77.72,21,0,10.13,LY,2021-06-16 01:54:10
325,San Quintin,30.4833,-115.95,68.77,76,98,5.3,MX,2021-06-16 01:53:21
326,Nouadhibou,20.931,-17.0347,69.78,78,11,20.71,MR,2021-06-16 01:54:11
327,Padang,-0.9492,100.3543,75.25,86,91,3.87,ID,2021-06-16 01:54:11
328,San Vicente,-26.6167,-54.1333,52.23,97,100,3.74,AR,2021-06-16 01:54:11
329,Rio Branco,-9.9747,-67.81,74.01,94,0,0.0,BR,2021-06-16 01:54:11
330,Svetlogorsk,52.6333,29.7333,55.38,89,100,6.15,BY,2021-06-16 01:54:12
331,Pyaozerskiy,65.8333,31.1667,45.99,86,83,3.06,RU,2021-06-16 01:54:12
332,Beyneu,45.3167,55.2,78.93,18,3,9.01,KZ,2021-06-16 01:54:12
333,Den Helder,52.9599,4.7593,60.94,88,75,5.99,NL,2021-06-16 01:54:12
334,Vila,42.0304,-8.1588,61.68,93,76,3.83,PT,2021-06-16 01:54:13
335,Rawson,-43.3002,-65.1023,41.86,62,100,5.1,AR,2021-06-16 01:54:13
336,Ferrol,43.4832,-8.2369,71.85,86,72,4.97,ES,2021-06-16 01:54:13
337,Kamaishi,39.2667,141.8833,72.55,91,34,4.29,JP,2021-06-16 01:54:13
338,Tessalit,20.1986,1.0114,91.8,11,0,7.63,ML,2021-06-16 01:54:14
339,Severo-Yeniseyskiy,60.3725,93.0408,60.8,52,100,6.89,RU,2021-06-16 01:54:14
340,Karatuzskoye,53.6072,92.8667,50.0,99,100,5.01,RU,2021-06-16 01:54:14
341,Kumo,10.0447,11.2122,77.68,77,96,11.97,NG,2021-06-16 01:54:14
342,Saldanha,-33.0117,17.9442,51.85,85,94,8.55,ZA,2021-06-16 01:52:04
343,Sitka,57.0531,-135.33,54.48,85,84,4.43,US,2021-06-16 01:54:15
344,Gbarnga,6.9956,-9.4722,70.23,99,40,2.39,LR,2021-06-16 01:54:15
345,Kingman,35.1894,-114.053,108.77,8,58,9.64,US,2021-06-16 01:54:15
346,Taoudenni,22.6783,-3.9836,99.1,8,0,11.41,ML,2021-06-16 01:54:15
347,Washington,47.5001,-120.5015,70.2,39,41,8.12,US,2021-06-16 01:49:49
348,Vincennes,48.85,2.4333,70.36,79,0,3.44,FR,2021-06-16 01:54:16
349,Fairbanks,64.8378,-147.7164,85.01,27,1,0.0,US,2021-06-16 01:50:04
350,Nangong,37.3581,115.3744,80.28,60,96,4.7,CN,2021-06-16 01:54:16
351,La Baneza,42.3003,-5.8977,63.25,85,85,4.23,ES,2021-06-16 01:54:16
352,Pangnirtung,66.1451,-65.7125,33.96,94,98,0.94,CA,2021-06-16 01:54:16
353,Isilkul,54.9109,71.2728,70.61,69,56,11.05,RU,2021-06-16 01:54:17
354,Peleduy,59.6289,112.7406,69.94,46,28,4.43,RU,2021-06-16 01:54:17
355,Klyuchi,52.2667,79.1667,73.78,43,6,5.35,RU,2021-06-16 01:54:17
356,Port Moresby,-9.4431,147.1797,82.44,72,58,4.94,PG,2021-06-16 01:54:17
357,Kosikha,53.3617,84.5822,70.57,73,15,6.73,RU,2021-06-16 01:54:18
358,Chimala,-8.85,34.0167,55.53,52,70,3.24,TZ,2021-06-16 01:54:18
359,Moroni,-11.7022,43.2551,73.74,78,71,6.53,KM,2021-06-16 01:54:18
360,Togur,58.3631,82.8265,68.14,71,18,8.88,RU,2021-06-16 01:54:18
361,Bratsk,56.1325,101.6142,57.69,64,100,9.57,RU,2021-06-16 01:54:19
362,Muyuka,4.2898,9.4103,76.6,95,64,1.74,CM,2021-06-16 01:54:19
363,Fortuna,40.5982,-124.1573,73.47,66,20,3.0,US,2021-06-16 01:54:19
364,Gotsu,35.0,132.2167,69.94,94,100,8.23,JP,2021-06-16 01:54:19
365,Hay River,60.8156,-115.7999,53.58,66,90,19.57,CA,2021-06-16 01:54:20
366,Sangar,63.9242,127.4739,70.43,33,4,4.74,RU,2021-06-16 01:54:20
367,Dingle,10.9995,122.6711,86.54,67,82,4.34,PH,2021-06-16 01:54:20
368,Iqaluit,63.7506,-68.5145,37.13,81,40,13.0,CA,2021-06-16 01:54:20
369,Kaka,37.3482,59.6143,80.17,13,0,1.32,TM,2021-06-16 01:54:20
370,Cam Ranh,11.9214,109.1591,87.76,58,40,4.61,VN,2021-06-16 01:54:21
371,Marawi,7.9986,124.2928,81.64,66,24,1.77,PH,2021-06-16 01:54:21
372,Vostok,46.4856,135.8833,77.81,40,0,4.38,RU,2021-06-16 01:54:21
373,Kultuk,51.7208,103.6956,52.56,65,100,5.91,RU,2021-06-16 01:54:21
374,Marsa Matruh,31.3525,27.2453,71.8,73,0,8.05,EG,2021-06-16 01:54:22
375,Kyabe,9.4515,18.9449,78.42,67,100,7.76,TD,2021-06-16 01:54:22
376,Harper,4.375,-7.7169,77.25,87,98,6.78,LR,2021-06-16 01:54:22
377,Grootfontein,-19.5667,18.1167,44.17,61,100,4.61,NA,2021-06-16 01:54:22
378,Port Blair,11.6667,92.75,83.5,79,100,18.07,IN,2021-06-16 01:54:23
379,Lanzhou,36.0564,103.7922,56.48,74,100,8.72,CN,2021-06-16 01:54:23
380,Adrar,20.5022,-10.0711,92.46,14,48,10.54,MR,2021-06-16 01:54:23
381,Messina,38.1933,15.5497,68.2,71,0,1.01,IT,2021-06-16 01:54:23
382,Rio Gallegos,-51.6226,-69.2181,35.65,80,0,8.05,AR,2021-06-16 01:54:24
383,Albert Lea,43.648,-93.3683,76.91,43,1,6.91,US,2021-06-16 01:54:24
384,Hamilton,39.1834,-84.5333,72.37,63,100,4.81,US,2021-06-16 01:54:24
385,Luderitz,-26.6481,15.1594,58.59,71,0,5.14,NA,2021-06-16 01:54:24
386,Tuatapere,-46.1333,167.6833,50.83,92,100,2.04,NZ,2021-06-16 01:54:25
387,Nanakuli,21.3906,-158.1547,83.98,65,90,8.05,US,2021-06-16 01:54:25
388,Astoria,46.1879,-123.8313,65.01,81,90,1.99,US,2021-06-16 01:54:25
389,Albanel,48.8832,-72.4487,55.38,58,12,8.05,CA,2021-06-16 01:54:25
390,Vila Velha,-20.3297,-40.2925,64.35,93,0,1.01,BR,2021-06-16 01:52:32
391,Iskitim,54.6366,83.3045,71.42,83,69,7.4,RU,2021-06-16 01:54:26
392,Lorengau,-2.0226,147.2712,83.77,74,69,8.99,PG,2021-06-16 01:54:26
393,Mackay,-21.15,149.2,77.68,83,90,9.22,AU,2021-06-16 01:52:47
394,Valdepenas,38.7621,-3.3848,73.85,48,1,6.29,ES,2021-06-16 01:54:05
395,Toora-Khem,52.4675,96.11,48.18,77,100,1.01,RU,2021-06-16 01:54:26
396,Ladario,-19.0047,-57.6017,69.28,57,40,4.16,BR,2021-06-16 01:54:27
397,Gizo,-8.103,156.8419,84.18,69,57,4.59,SB,2021-06-16 01:54:27
398,Marin,38.0666,-122.7344,86.76,63,1,1.99,US,2021-06-16 01:51:28
399,Strezhevoy,60.7333,77.5889,64.38,94,100,10.71,RU,2021-06-16 01:54:27
400,Suntar,62.1444,117.6319,67.59,48,75,5.03,RU,2021-06-16 01:54:27
401,Kiruna,67.8557,20.2251,38.32,87,40,3.44,SE,2021-06-16 01:54:28
402,Champerico,14.3,-91.9167,82.35,77,100,5.28,GT,2021-06-16 01:54:28
403,Kamyshevatskaya,46.4132,37.9563,67.19,79,87,9.48,RU,2021-06-16 01:54:28
404,Hasaki,35.7333,140.8333,80.89,70,100,7.16,JP,2021-06-16 01:54:28
405,Ojinaga,29.5667,-104.4167,95.95,20,1,17.27,MX,2021-06-16 01:54:29
406,Kattivakkam,13.2167,80.3167,86.09,71,100,19.48,IN,2021-06-16 01:54:29
407,North Bend,43.4065,-124.2243,67.24,77,1,9.22,US,2021-06-16 01:54:29
408,Faanui,-16.4833,-151.75,79.81,78,27,20.09,PF,2021-06-16 01:54:29
409,Innisfail,-17.5333,146.0333,89.87,72,93,4.0,AU,2021-06-16 01:54:29
410,Jalu,29.0331,21.5482,73.62,47,0,10.31,LY,2021-06-16 01:54:30
411,Emerald,-23.5333,148.1667,74.34,68,50,10.36,AU,2021-06-16 01:54:30
412,Batagay-Alyta,67.8006,130.4114,58.66,46,95,5.12,RU,2021-06-16 01:54:30
413,Banda Aceh,5.5577,95.3222,83.84,73,96,6.55,ID,2021-06-16 01:54:30
414,Nantucket,41.2835,-70.0995,66.99,94,90,8.05,US,2021-06-16 01:52:38
415,Pacific Grove,36.6177,-121.9166,86.14,66,1,5.99,US,2021-06-16 01:52:19
416,Manggar,-2.8833,108.2667,85.12,66,93,5.57,ID,2021-06-16 01:54:31
417,Tevaitoa,-16.7833,-151.5,79.93,78,32,19.89,PF,2021-06-16 01:54:31
418,Tazovskiy,67.4667,78.7,46.53,89,100,12.1,RU,2021-06-16 01:53:49
419,Komsomolskiy,40.4272,71.7189,72.82,35,2,2.3,UZ,2021-06-16 01:54:31
420,Sidi Ali,36.0998,0.4206,68.27,80,97,8.05,DZ,2021-06-16 01:54:32
421,Pierre,44.3683,-100.351,82.06,36,37,1.01,US,2021-06-16 01:54:32
422,Yurga,55.7231,84.8861,67.14,84,11,10.36,RU,2021-06-16 01:54:32
423,Minot,48.2325,-101.2963,88.79,23,1,18.41,US,2021-06-16 01:50:48
424,Andenes,69.3143,16.1194,42.78,70,90,17.27,NO,2021-06-16 01:54:32
425,Lengshuijiang,27.6881,111.4294,88.81,63,91,4.81,CN,2021-06-16 01:54:33
426,Puri,19.8,85.85,83.37,71,100,5.61,IN,2021-06-16 01:54:33
427,Hurbanovo,47.8698,18.1923,61.14,85,100,2.37,SK,2021-06-16 01:54:33
428,Tazmalt,36.3868,4.3989,79.7,38,97,5.19,DZ,2021-06-16 01:54:33
429,Santarem,-2.4431,-54.7083,75.33,100,20,0.0,BR,2021-06-16 01:54:34
430,Teya,60.3778,92.6267,63.79,55,100,7.49,RU,2021-06-16 01:54:34
431,Guararapes,-21.2608,-50.6428,64.38,78,0,6.91,BR,2021-06-16 01:54:34
432,Sunndalsora,62.6754,8.5515,46.45,92,100,1.01,NO,2021-06-16 01:54:34
433,Sinnamary,5.3833,-52.95,78.13,87,80,7.58,GF,2021-06-16 01:54:35
434,Kwinana,-32.25,115.7667,57.42,90,71,2.3,AU,2021-06-16 01:54:35
435,Priargunsk,50.3691,119.1012,54.68,96,100,9.26,RU,2021-06-16 01:54:35
436,Grand-Santi,4.25,-54.3833,72.28,97,100,2.53,GF,2021-06-16 01:54:35
437,Itupiranga,-5.1347,-49.3267,72.36,94,6,0.67,BR,2021-06-16 01:54:36
438,Mandalgovi,45.7625,106.2708,48.81,45,100,20.47,MN,2021-06-16 01:54:36
439,Sobolevo,54.4299,31.8996,55.29,96,75,6.91,RU,2021-06-16 01:54:36
440,Olga,43.7444,135.2892,65.25,60,21,6.51,RU,2021-06-16 01:54:36
441,Predivinsk,57.0669,93.4378,61.88,57,64,4.99,RU,2021-06-16 01:54:37
442,Kuminskiy,58.6667,66.5667,65.23,73,71,6.33,RU,2021-06-16 01:54:37
443,Thika,-1.0333,37.0693,64.02,96,99,2.59,KE,2021-06-16 01:54:37
444,Morondava,-20.2833,44.2833,68.05,70,0,9.66,MG,2021-06-16 01:54:37
445,Sao Bento,-6.2833,-37.75,75.63,60,100,5.64,BR,2021-06-16 01:54:38
446,Novyy Urengoy,66.0833,76.6333,52.2,77,100,15.43,RU,2021-06-16 01:54:38
447,Hami,42.8,93.45,74.5,18,5,13.89,CN,2021-06-16 01:54:38
448,Yulara,-25.2406,130.9889,53.44,37,74,8.05,AU,2021-06-16 01:54:30
449,Preobrazheniye,42.9019,133.9064,61.84,72,21,7.83,RU,2021-06-16 01:54:38
450,Front Royal,38.9182,-78.1944,69.31,74,90,0.0,US,2021-06-16 01:51:59
451,Chambersburg,39.9376,-77.6611,68.59,78,41,3.94,US,2021-06-16 01:54:22
452,Tranas,58.0372,14.9782,48.78,97,27,5.26,SE,2021-06-16 01:54:39
453,Biltine,14.5333,20.9167,88.39,34,85,14.41,TD,2021-06-16 01:51:53
454,Kytmanovo,53.4593,85.4479,65.01,70,8,6.69,RU,2021-06-16 01:54:39
455,Grand Gaube,-20.0064,57.6608,70.38,79,0,4.0,MU,2021-06-16 01:54:39
456,Farafangana,-22.8167,47.8333,66.6,77,100,5.03,MG,2021-06-16 01:54:40
457,Gunjur,13.2019,-16.7339,78.87,89,75,12.66,GM,2021-06-16 01:54:40
458,Bar Bigha,25.2167,85.7333,80.22,87,100,1.88,IN,2021-06-16 01:54:40
459,Balad,34.0164,44.1453,82.71,26,0,19.24,IQ,2021-06-16 01:54:40
460,Karabulak,43.3036,44.8964,64.96,85,0,3.15,RU,2021-06-16 01:54:40
461,Kaitangata,-46.2817,169.8464,50.72,92,97,0.45,NZ,2021-06-16 01:54:41
462,Modasa,23.4667,73.3,86.07,60,1,11.43,IN,2021-06-16 01:54:41
463,Ankang,32.68,109.0172,79.95,82,100,2.68,CN,2021-06-16 01:54:41
464,Lisieux,49.1667,0.1667,62.46,89,1,2.98,FR,2021-06-16 01:54:41
465,Venado Tuerto,-33.7456,-61.9688,37.76,63,100,6.35,AR,2021-06-16 01:54:42
466,Tiruvallur,13.15,79.9167,85.64,49,100,17.98,IN,2021-06-16 01:54:42
467,Remuna,21.5261,86.8722,82.81,73,99,4.81,IN,2021-06-16 01:54:42
468,Brae,60.3964,-1.353,49.91,95,100,15.03,GB,2021-06-16 01:54:42
469,Igunga,-4.2833,33.8833,62.71,59,97,6.22,TZ,2021-06-16 01:54:43
470,Poquoson,37.1224,-76.3458,78.01,64,1,4.61,US,2021-06-16 01:54:43
471,Fort Frances,48.5999,-93.4003,61.72,71,2,2.55,CA,2021-06-16 01:54:43
472,Glenwood Springs,39.5505,-107.3248,95.92,20,3,6.91,US,2021-06-16 01:50:36
473,Schleiden,50.5295,6.477,62.85,83,97,3.47,DE,2021-06-16 01:54:43
474,Graaff-Reinet,-32.2522,24.5308,55.44,54,78,4.92,ZA,2021-06-16 01:54:44
475,Nguruka,-5.1092,31.0419,61.38,59,63,2.98,TZ,2021-06-16 01:54:44
476,Bowen,-20.0167,148.2333,80.82,84,21,7.96,AU,2021-06-16 01:54:44
477,Kiama,-34.6833,150.8667,66.58,62,0,5.01,AU,2021-06-16 01:54:44
478,Camacha,33.0833,-16.3333,66.96,83,40,13.8,PT,2021-06-16 01:54:44
479,Te Anau,-45.4167,167.7167,49.6,94,97,1.28,NZ,2021-06-16 01:54:45
480,Fomboni,-12.28,43.7425,77.94,69,52,9.17,KM,2021-06-16 01:54:45
481,Basco,20.4487,121.9702,84.67,82,20,25.61,PH,2021-06-16 01:54:45
482,Wapi Pathum,15.8452,103.3768,87.33,68,82,12.59,TH,2021-06-16 01:54:46
483,Virginia Beach,36.8529,-75.978,78.03,72,20,3.44,US,2021-06-16 01:52:11
484,Fallon,39.4735,-118.7774,93.07,8,20,12.66,US,2021-06-16 01:54:46
485,Am Timan,11.0297,20.2827,81.39,59,100,5.41,TD,2021-06-16 01:54:46
486,San Jose,37.3394,-121.895,84.7,39,1,8.01,US,2021-06-16 01:53:53
487,Westport,41.1415,-73.3579,71.74,76,1,3.0,US,2021-06-16 01:54:46
488,Marienburg,54.0359,19.0266,51.06,86,94,1.57,PL,2021-06-16 01:54:47
489,Ikalamavony,-21.15,46.5833,54.21,88,8,6.29,MG,2021-06-16 01:54:47
490,Ahipara,-35.1667,173.1667,61.5,80,19,7.99,NZ,2021-06-16 01:54:47
491,Kysyl-Syr,63.8986,122.7617,68.32,43,15,11.43,RU,2021-06-16 01:54:47
492,Kalengwa,-13.4659,25.0027,47.43,59,5,4.18,ZM,2021-06-16 01:54:48
493,Gulmarg,34.049,74.3921,53.01,66,96,1.52,IN,2021-06-16 01:54:48
494,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.39,90,98,7.05,BR,2021-06-16 01:54:48
495,Bentiu,9.2333,29.8333,76.66,70,100,5.28,SS,2021-06-16 01:54:48
496,Orikum,40.3253,19.4714,65.01,73,0,6.33,AL,2021-06-16 01:54:48
497,Prince Rupert,54.3161,-130.3201,59.09,76,75,4.61,CA,2021-06-16 01:53:18
498,Francisco Sa,-16.4758,-43.4883,64.54,67,2,3.42,BR,2021-06-16 01:54:49
499,Tashtagol,52.7657,87.8894,65.17,56,7,3.06,RU,2021-06-16 01:54:49
500,Sao Filipe,14.8961,-24.4956,73.02,85,91,2.95,CV,2021-06-16 01:54:49
501,Codajas,-3.8367,-62.0569,72.23,98,73,1.7,BR,2021-06-16 01:51:32
502,Yanam,16.7333,82.2167,84.6,62,100,8.12,IN,2021-06-16 01:54:49
503,Puerto Baquerizo Moreno,-0.9,-89.6,72.7,81,34,11.1,EC,2021-06-16 01:50:09
504,Prince George,53.9166,-122.753,65.64,43,75,1.99,CA,2021-06-16 01:54:50
505,Aksu,41.1231,80.2644,71.87,34,100,2.84,CN,2021-06-16 01:54:50
506,Homer,59.6425,-151.5483,67.08,77,26,15.99,US,2021-06-16 01:54:50
507,Margate,51.3813,1.3862,59.7,83,28,8.7,GB,2021-06-16 01:51:56
508,Kholodnyy,62.7167,147.95,69.64,29,86,8.7,RU,2021-06-16 01:54:50
509,Kahului,20.8947,-156.47,86.02,64,40,26.46,US,2021-06-16 01:52:04
510,Mutoko,-17.397,32.2268,46.11,86,0,4.12,ZW,2021-06-16 01:54:51
511,Amga,60.8953,131.9608,69.37,42,100,9.8,RU,2021-06-16 01:54:51
512,Laguna,38.421,-121.4238,90.95,14,1,4.0,US,2021-06-16 01:54:51
513,Zholymbet,51.7433,71.7122,72.34,40,87,8.19,KZ,2021-06-16 01:54:51
514,Emden,53.3667,7.2167,54.97,93,43,5.82,DE,2021-06-16 01:54:52
515,Santa Catarina De Tepehuanes,25.35,-105.7333,74.07,29,96,14.09,MX,2021-06-16 01:54:52
516,Praya,14.9215,-23.5087,73.35,85,100,7.0,CV,2021-06-16 01:54:52
517,Haines Junction,60.7522,-137.5108,60.75,59,78,5.75,CA,2021-06-16 01:52:35
518,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.12,100,99,3.13,BR,2021-06-16 01:54:52
519,Hosakote,14.2769,77.1699,76.06,69,99,21.41,IN,2021-06-16 01:54:53
520,Satipo,-11.2522,-74.6386,69.13,94,97,1.57,PE,2021-06-16 01:54:53
521,Hun,29.1268,15.9477,72.77,44,0,5.28,LY,2021-06-16 01:54:53
522,Port Hueneme,34.1478,-119.1951,105.62,49,1,4.61,US,2021-06-16 01:54:53
523,Yaita,36.8,139.9333,71.89,78,99,5.77,JP,2021-06-16 01:54:54
524,Aksha,50.2814,113.2867,47.75,70,100,14.25,RU,2021-06-16 01:54:54
525,Cudahy,33.9606,-118.1853,108.52,46,100,1.01,US,2021-06-16 01:54:54
526,Nouakchott,18.0858,-15.9785,73.33,85,99,15.19,MR,2021-06-16 01:54:54
527,Ateli,28.1,76.2833,85.41,56,57,8.25,IN,2021-06-16 01:54:55
528,Baruun-Urt,46.6806,113.2792,51.91,81,100,13.8,MN,2021-06-16 01:54:55
529,Pangody,65.85,74.4859,53.04,61,78,18.86,RU,2021-06-16 01:54:55
530,Batamshinskiy,50.5594,58.2747,58.98,36,45,6.73,KZ,2021-06-16 01:54:55
531,Tarakan,3.3,117.6333,80.1,94,75,4.61,ID,2021-06-16 01:54:56
532,Leningradskiy,69.3833,178.4167,43.66,85,99,8.43,RU,2021-06-16 01:54:56
533,Oeiras Do Para,-2.0031,-49.8544,72.7,98,94,2.46,BR,2021-06-16 01:54:56
534,Tashla,51.7716,52.7427,68.52,55,88,6.64,RU,2021-06-16 01:54:56
535,Kulhudhuffushi,6.6221,73.07,82.87,73,100,18.48,MV,2021-06-16 01:54:56
536,Ivaipora,-24.2478,-51.6847,53.04,83,36,3.38,BR,2021-06-16 01:54:57
537,Kondagaon,19.6,81.6667,75.54,85,100,9.6,IN,2021-06-16 01:54:57
538,Viedma,-40.8135,-62.9967,45.46,64,84,5.26,AR,2021-06-16 01:54:57
539,Tigzirt,36.8886,4.1198,76.82,55,100,9.08,DZ,2021-06-16 01:54:57
540,Arroio Grande,-32.2375,-53.0869,44.78,78,13,5.95,BR,2021-06-16 01:54:58
541,Montana,43.4125,23.225,63.55,82,46,6.69,BG,2021-06-16 01:54:25
542,Felipe Carrillo Puerto,19.5833,-88.05,75.88,98,100,2.82,MX,2021-06-16 01:54:58
543,Henties Bay,-22.116,14.2845,54.86,79,39,4.12,NA,2021-06-16 01:52:33
544,Great Falls,47.5002,-111.3008,82.42,32,40,11.01,US,2021-06-16 01:54:58
545,Sorland,67.667,12.6934,43.88,76,100,11.5,NO,2021-06-16 01:54:58
546,Baykit,61.67,96.37,65.73,43,87,5.35,RU,2021-06-16 01:54:59
547,Tadine,-21.55,167.8833,77.72,77,50,7.45,NC,2021-06-16 01:54:59
548,Spirit River,55.7833,-118.8361,59.52,85,100,8.32,CA,2021-06-16 01:54:59
549,Gryazi,52.4966,39.9359,62.46,94,99,4.97,RU,2021-06-16 01:54:59
550,Gayeri,12.6497,0.4931,87.3,50,100,16.26,BF,2021-06-16 01:55:00
551,Altamira,-3.2033,-52.2064,71.04,99,39,1.36,BR,2021-06-16 01:55:00
552,Oranjestad,12.524,-70.027,82.35,78,20,16.11,AW,2021-06-16 01:55:00
553,Voh,-20.9667,164.7,82.54,63,38,7.96,NC,2021-06-16 01:55:00
554,Kavieng,-2.5744,150.7967,84.81,70,28,10.98,PG,2021-06-16 01:55:01
555,Kapustin Yar,48.5831,45.7372,68.63,71,0,5.23,RU,2021-06-16 01:55:01
556,Puurs,51.075,4.29,64.69,77,0,3.44,BE,2021-06-16 01:55:01
557,Tilichiki,60.4667,166.1,55.85,54,25,4.65,RU,2021-06-16 01:55:01
558,Ilheus,-14.7889,-39.0494,69.62,94,20,4.61,BR,2021-06-16 01:50:50
559,Opuwo,-18.0607,13.84,52.77,37,58,2.28,NA,2021-06-16 01:55:02
560,Iquique,-20.2208,-70.1431,64.44,78,45,3.36,CL,2021-06-16 01:53:37
561,Robertsport,6.7533,-11.3686,79.18,82,100,8.37,LR,2021-06-16 01:55:02
562,Russell,32.3502,-85.1999,81.68,69,1,4.61,US,2021-06-16 01:55:02
563,Zavitinsk,50.1167,129.45,69.46,85,95,9.98,RU,2021-06-16 01:55:03
564,Dzilam Gonzalez,21.2833,-88.9333,78.44,81,100,6.06,MX,2021-06-16 01:55:03
565,Rehoboth,-23.3167,17.0833,51.4,34,6,6.51,NA,2021-06-16 01:55:03
566,Nizhnevartovsk,60.9344,76.5531,64.42,82,20,6.71,RU,2021-06-16 01:55:03
567,Celestun,20.8667,-90.4,78.93,82,100,8.01,MX,2021-06-16 01:55:04
568,Soyo,-6.1349,12.3689,74.3,92,29,5.79,AO,2021-06-16 01:54:18
569,Gurupa,-1.405,-51.64,72.55,99,76,3.18,BR,2021-06-16 01:55:04
570,Praia,14.9215,-23.5087,73.35,85,100,7.0,CV,2021-06-16 01:55:04
571,Olafsvik,64.8945,-23.7142,38.84,68,54,32.06,IS,2021-06-16 01:55:04
572,Aleksandrovskiy Zavod,50.9237,117.9374,51.21,96,100,5.41,RU,2021-06-16 01:55:05
573,Concepcion,-36.827,-73.0498,53.4,82,90,6.91,CL,2021-06-16 01:55:05
574,Bilibino,68.0546,166.4372,59.65,62,86,12.33,RU,2021-06-16 01:55:05
575,Khandyga,62.6667,135.6,75.63,26,100,10.29,RU,2021-06-16 01:55:05
576,Chopovychi,50.8332,28.9533,55.56,93,3,8.03,UA,2021-06-16 01:55:06
577,Kainantu,-6.2887,145.8655,68.49,72,100,4.52,PG,2021-06-16 01:55:06
578,Stephenville Crossing,48.5,-58.4318,53.73,62,75,11.5,CA,2021-06-16 01:55:06
579,Abilene,32.4487,-99.7331,88.02,53,1,1.01,US,2021-06-16 01:55:06
580,Ashqelon,31.6693,34.5715,70.41,71,0,3.58,IL,2021-06-16 01:55:07
581,Beringovskiy,63.05,179.3167,47.95,72,27,8.43,RU,2021-06-16 01:55:07
582,Chabahar,25.2919,60.643,85.46,88,0,4.21,IR,2021-06-16 01:55:07
583,Barkhan,29.8977,69.5256,78.17,52,0,1.19,PK,2021-06-16 01:55:07
584,Caxito,-8.5785,13.6643,68.16,99,47,3.47,AO,2021-06-16 01:55:08
585,Wawa,9.9022,4.4192,74.75,82,99,10.02,NG,2021-06-16 01:55:08
586,Chifeng,42.2683,118.9636,82.33,43,100,12.68,CN,2021-06-16 01:55:08
587,Bijapur,16.8333,75.7,72.09,87,100,18.01,IN,2021-06-16 01:55:08
588,Bayir,37.2687,28.2167,55.92,73,99,3.8,TR,2021-06-16 01:55:08
